"area_name","pop","area_name_density","density"
"Powell, MT",7027,"Powell, MT",3
"Prairie, MT",1179,"Prairie, MT",0.7
"Ravalli, MT",40212,"Ravalli, MT",16.8
"Richland, MT",9746,"Richland, MT",4.7
"Roosevelt, MT",10425,"Roosevelt, MT",4.4
"Rosebud, MT",9233,"Rosebud, MT",1.8
"Sanders, MT",11413,"Sanders, MT",4.1
"Sheridan, MT",3384,"Sheridan, MT",2
"Silver Bow, MT",34200,"Silver Bow, MT",47.6
"Stillwater, MT",9117,"Stillwater, MT",5.1
"Sweet Grass, MT",3651,"Sweet Grass, MT",2
"Teton, MT",6073,"Teton, MT",2.7
"Toole, MT",5324,"Toole, MT",2.8
"Treasure, MT",718,"Treasure, MT",0.7
"Valley, MT",7369,"Valley, MT",1.5
"Wheatland, MT",2168,"Wheatland, MT",1.5
"Wibaux, MT",1017,"Wibaux, MT",1.1
"Yellowstone, MT",147972,"Yellowstone, MT",56.2
"Yellowstone National Park, MT",0,"Yellowstone National Park, MT",0
"NEBRASKA",1826341,"NEBRASKA",23.8
"Adams, NE",31364,"Adams, NE",55.7
"Antelope, NE",6685,"Antelope, NE",7.8
"Arthur, NE",460,"Arthur, NE",0.6
"Banner, NE",690,"Banner, NE",0.9
"Blaine, NE",478,"Blaine, NE",0.7
"Boone, NE",5505,"Boone, NE",8
"Box Butte, NE",11308,"Box Butte, NE",10.5
"Boyd, NE",2099,"Boyd, NE",3.9
"Brown, NE",3145,"Brown, NE",2.6
"Buffalo, NE",46102,"Buffalo, NE",47.6
"Burt, NE",6858,"Burt, NE",14
"Butler, NE",8395,"Butler, NE",14.4
"Cass, NE",25241,"Cass, NE",45.3
"Cedar, NE",8852,"Cedar, NE",12
"Chase, NE",3966,"Chase, NE",4.4
"Cherry, NE",5713,"Cherry, NE",1
"Cheyenne, NE",9998,"Cheyenne, NE",8.4
"Clay, NE",6542,"Clay, NE",11.4
"Colfax, NE",10515,"Colfax, NE",25.5
"Cuming, NE",9139,"Cuming, NE",16
"Custer, NE",10939,"Custer, NE",4.2
"Dakota, NE",21006,"Dakota, NE",79.5
"Dawes, NE",9182,"Dawes, NE",6.6
"Dawson, NE",24326,"Dawson, NE",24
"Deuel, NE",1941,"Deuel, NE",4.4
"Dixon, NE",6000,"Dixon, NE",12.6
"Dodge, NE",36691,"Dodge, NE",69.4
"Douglas, NE",517110,"Douglas, NE",1574.4
"Dundy, NE",2008,"Dundy, NE",2.2
"Fillmore, NE",5890,"Fillmore, NE",10.2
"Franklin, NE",3225,"Franklin, NE",5.6
"Frontier, NE",2756,"Frontier, NE",2.8
"Furnas, NE",4959,"Furnas, NE",6.9
"Gage, NE",22311,"Gage, NE",26.2
"Garden, NE",2057,"Garden, NE",1.2
"Garfield, NE",2049,"Garfield, NE",3.6
"Gosper, NE",2044,"Gosper, NE",4.5
"Grant, NE",614,"Grant, NE",0.8
"Greeley, NE",2538,"Greeley, NE",4.5
"Hall, NE",58607,"Hall, NE",107.3
"Hamilton, NE",9124,"Hamilton, NE",16.8
"Harlan, NE",3423,"Harlan, NE",6.2
"Hayes, NE",967,"Hayes, NE",1.4
"Hitchcock, NE",2908,"Hitchcock, NE",4.1
"Holt, NE",10435,"Holt, NE",4.3
"Hooker, NE",736,"Hooker, NE",1
"Howard, NE",6274,"Howard, NE",11
"Jefferson, NE",7547,"Jefferson, NE",13.2
"Johnson, NE",5217,"Johnson, NE",13.9
"Kearney, NE",6489,"Kearney, NE",12.6
"Keith, NE",8368,"Keith, NE",7.9
"Keya Paha, NE",824,"Keya Paha, NE",1.1
"Kimball, NE",3821,"Kimball, NE",4
"Knox, NE",8701,"Knox, NE",7.9
"Lancaster, NE",285407,"Lancaster, NE",340.8
"Lincoln, NE",36288,"Lincoln, NE",14.2
"Logan, NE",763,"Logan, NE",1.3
"Loup, NE",632,"Loup, NE",1.1
"McPherson, NE",539,"McPherson, NE",0.6
"Madison, NE",34876,"Madison, NE",60.9
"Merrick, NE",7845,"Merrick, NE",16.2
"Morrill, NE",5042,"Morrill, NE",3.5
"Nance, NE",3735,"Nance, NE",8.5
"Nemaha, NE",7248,"Nemaha, NE",17.8
"Nuckolls, NE",4500,"Nuckolls, NE",7.8
"Otoe, NE",15740,"Otoe, NE",25.6
"Pawnee, NE",2773,"Pawnee, NE",6.4
"Perkins, NE",2970,"Perkins, NE",3.4
"Phelps, NE",9188,"Phelps, NE",17
"Pierce, NE",7266,"Pierce, NE",12.7
"Platte, NE",32237,"Platte, NE",47.8
"Polk, NE",5406,"Polk, NE",12.3
"Red Willow, NE",11055,"Red Willow, NE",15.4
"Richardson, NE",8363,"Richardson, NE",15.2
"Rock, NE",1526,"Rock, NE",1.5
"Saline, NE",14200,"Saline, NE",24.7
"Sarpy, NE",158840,"Sarpy, NE",664.6
"Saunders, NE",20780,"Saunders, NE",27.7
"Scotts Bluff, NE",36970,"Scotts Bluff, NE",50
"Seward, NE",16750,"Seward, NE",29.3
"Sheridan, NE",5469,"Sheridan, NE",2.2
"Sherman, NE",3152,"Sherman, NE",5.6
"Sioux, NE",1311,"Sioux, NE",0.6
"Stanton, NE",6129,"Stanton, NE",14.3
"Thayer, NE",5228,"Thayer, NE",9.1
"Thomas, NE",647,"Thomas, NE",0.9
"Thurston, NE",6940,"Thurston, NE",17.6
"Valley, NE",4260,"Valley, NE",7.5
"Washington, NE",20234,"Washington, NE",51.9
"Wayne, NE",9595,"Wayne, NE",21.7
"Webster, NE",3812,"Webster, NE",6.6
"Wheeler, NE",818,"Wheeler, NE",1.4
"York, NE",13665,"York, NE",23.9
"NEVADA",2700551,"NEVADA",24.6
"Churchill, NV",24877,"Churchill, NV",5
"Clark, NV",1951269,"Clark, NV",247.3
"Douglas, NV",46997,"Douglas, NV",66.2
"Elko, NV",48818,"Elko, NV",2.8
"Esmeralda, NV",783,"Esmeralda, NV",0.2
"Eureka, NV",1987,"Eureka, NV",0.5
"Humboldt, NV",16528,"Humboldt, NV",1.7
"Lander, NV",5775,"Lander, NV",1.1
"Lincoln, NV",5345,"Lincoln, NV",0.5
"Lyon, NV",51980,"Lyon, NV",26
"Mineral, NV",4772,"Mineral, NV",1.3
"Nye, NV",43946,"Nye, NV",2.4
"Pershing, NV",6753,"Pershing, NV",1.1
"Storey, NV",4010,"Storey, NV",15.3
"Washoe, NV",421407,"Washoe, NV",66.9
"White Pine, NV",10030,"White Pine, NV",1.1
"Carson City city, NV",55274,"Carson City city, NV",382.1
"NEW HAMPSHIRE",1316470,"NEW HAMPSHIRE",147
"Belknap, NH",60088,"Belknap, NH",150.1
"Carroll, NH",47818,"Carroll, NH",51.4
"Cheshire, NH",77117,"Cheshire, NH",109.1
"Coos, NH",33055,"Coos, NH",18.4
"Grafton, NH",89118,"Grafton, NH",52.2
"Hillsborough, NH",400721,"Hillsborough, NH",457.4
"Merrimack, NH",146445,"Merrimack, NH",156.8
"Rockingham, NH",295223,"Rockingham, NH",425
"Strafford, NH",123143,"Strafford, NH",333.7
"Sullivan, NH",43742,"Sullivan, NH",81.4
"NEW JERSEY",8791894,"NEW JERSEY",1195.5
"Atlantic, NJ",274549,"Atlantic, NJ",494.1
"Bergen, NJ",905116,"Bergen, NJ",3884.5
"Burlington, NJ",448734,"Burlington, NJ",561.9
"Camden, NJ",513657,"Camden, NJ",2321.5
"Cape May, NJ",97265,"Cape May, NJ",386.9
"Cumberland, NJ",156898,"Cumberland, NJ",324.4
"Essex, NJ",783969,"Essex, NJ",6211.5
"Gloucester, NJ",288288,"Gloucester, NJ",895.3
"Hudson, NJ",634266,"Hudson, NJ",13731.4
"Hunterdon, NJ",128349,"Hunterdon, NJ",300
"Mercer, NJ",366513,"Mercer, NJ",1632.2
"Middlesex, NJ",809858,"Middlesex, NJ",2621.6
"Monmouth, NJ",630380,"Monmouth, NJ",1344.7
"Morris, NJ",492276,"Morris, NJ",1069.8
"Ocean, NJ",576567,"Ocean, NJ",917
"Passaic, NJ",501226,"Passaic, NJ",2715.3
"Salem, NJ",66083,"Salem, NJ",199.1
"Somerset, NJ",323444,"Somerset, NJ",1071.7
"Sussex, NJ",149265,"Sussex, NJ",287.6
"Union, NJ",536499,"Union, NJ",5216.1
"Warren, NJ",108692,"Warren, NJ",304.5
"NEW MEXICO",2059179,"NEW MEXICO",17
"Bernalillo, NM",662564,"Bernalillo, NM",570.8
"Catron, NM",3725,"Catron, NM",0.5
"Chaves, NM",65645,"Chaves, NM",10.8
"Cibola, NM",27213,"Cibola, NM",6
"Colfax, NM",13750,"Colfax, NM",3.7
"Curry, NM",48376,"Curry, NM",34.4
"De Baca, NM",2022,"De Baca, NM",0.9
"Dona Ana, NM",209233,"Dona Ana, NM",55
"Eddy, NM",53829,"Eddy, NM",12.9
"Grant, NM",29514,"Grant, NM",7.4
"Guadalupe, NM",4687,"Guadalupe, NM",1.5
"Harding, NM",695,"Harding, NM",0.3
"Hidalgo, NM",4894,"Hidalgo, NM",1.4
"Lea, NM",64727,"Lea, NM",14.7
"Lincoln, NM",20497,"Lincoln, NM",4.2
"Los Alamos, NM",17950,"Los Alamos, NM",164.4
"Luna, NM",25095,"Luna, NM",8.5
"McKinley, NM",71492,"McKinley, NM",13.1
"Mora, NM",4881,"Mora, NM",2.5
"Otero, NM",63797,"Otero, NM",9.6
"Quay, NM",9041,"Quay, NM",3.1
"Rio Arriba, NM",40246,"Rio Arriba, NM",6.9
"Roosevelt, NM",19846,"Roosevelt, NM",8.1
"Sandoval, NM",131561,"Sandoval, NM",35.5
"San Juan, NM",130044,"San Juan, NM",23.6
"San Miguel, NM",29393,"San Miguel, NM",6.2
"Santa Fe, NM",144170,"Santa Fe, NM",75.5
"Sierra, NM",11988,"Sierra, NM",2.9
"Socorro, NM",17866,"Socorro, NM",2.7
"Taos, NM",32937,"Taos, NM",15
"Torrance, NM",16383,"Torrance, NM",4.9
"Union, NM",4549,"Union, NM",1.2
"Valencia, NM",76569,"Valencia, NM",71.8
"NEW YORK",19378102,"NEW YORK",411.2
"Albany, NY",304204,"Albany, NY",581.9
"Allegany, NY",48946,"Allegany, NY",47.6
"Bronx, NY",1385108,"Bronx, NY",32903.6
"Broome, NY",200600,"Broome, NY",284.2
"Cattaraugus, NY",80317,"Cattaraugus, NY",61.4
"Cayuga, NY",80026,"Cayuga, NY",115.7
"Chautauqua, NY",134905,"Chautauqua, NY",127.2
"Chemung, NY",88830,"Chemung, NY",218.1
"Chenango, NY",50477,"Chenango, NY",56.5
"Clinton, NY",82128,"Clinton, NY",79.1
"Columbia, NY",63096,"Columbia, NY",99.4
"Cortland, NY",49336,"Cortland, NY",98.9
"Delaware, NY",47980,"Delaware, NY",33.3
"Dutchess, NY",297488,"Dutchess, NY",373.9
"Erie, NY",919040,"Erie, NY",881.4
"Essex, NY",39370,"Essex, NY",21.9
"Franklin, NY",51599,"Franklin, NY",31.7
"Fulton, NY",55531,"Fulton, NY",112.1
"Genesee, NY",60079,"Genesee, NY",121.9
"Greene, NY",49221,"Greene, NY",76.1
"Hamilton, NY",4836,"Hamilton, NY",2.8
"Herkimer, NY",64519,"Herkimer, NY",45.7
"Jefferson, NY",116229,"Jefferson, NY",91.6
"Kings, NY",2504700,"Kings, NY",35369.1
"Lewis, NY",27087,"Lewis, NY",21.3
"Livingston, NY",65393,"Livingston, NY",103.5
"Madison, NY",73442,"Madison, NY",112.2
"Monroe, NY",744344,"Monroe, NY",1132.6
"Montgomery, NY",50219,"Montgomery, NY",124.6
"Nassau, NY",1339532,"Nassau, NY",4704.8
"New York, NY",1585873,"New York, NY",69467.5
"Niagara, NY",216469,"Niagara, NY",414.4
"Oneida, NY",234878,"Oneida, NY",193.7
"Onondaga, NY",467026,"Onondaga, NY",600
"Ontario, NY",107931,"Ontario, NY",167.6
"Orange, NY",372813,"Orange, NY",459.3
"Orleans, NY",42883,"Orleans, NY",109.6
"Oswego, NY",122109,"Oswego, NY",128.3
"Otsego, NY",62259,"Otsego, NY",62.2
"Putnam, NY",99710,"Putnam, NY",432.9
"Queens, NY",2230722,"Queens, NY",20553.6
"Rensselaer, NY",159429,"Rensselaer, NY",244.4
"Richmond, NY",468730,"Richmond, NY",8030.3
"Rockland, NY",311687,"Rockland, NY",1795.9
"St. Lawrence, NY",111944,"St. Lawrence, NY",41.8
"Saratoga, NY",219607,"Saratoga, NY",271.1
"Schenectady, NY",154727,"Schenectady, NY",756.6
"Schoharie, NY",32749,"Schoharie, NY",52.7
"Schuyler, NY",18343,"Schuyler, NY",55.9
"Seneca, NY",35251,"Seneca, NY",108.9
"Steuben, NY",98990,"Steuben, NY",71.2
"Suffolk, NY",1493350,"Suffolk, NY",1637.4
"Sullivan, NY",77547,"Sullivan, NY",80.1
"Tioga, NY",51125,"Tioga, NY",98.6
"Tompkins, NY",101564,"Tompkins, NY",214
"Ulster, NY",182493,"Ulster, NY",162.3
"Warren, NY",65707,"Warren, NY",75.8
"Washington, NY",63216,"Washington, NY",76.1
"Wayne, NY",93772,"Wayne, NY",155.3
"Westchester, NY",949113,"Westchester, NY",2204.7
"Wyoming, NY",42155,"Wyoming, NY",71.1
"Yates, NY",25348,"Yates, NY",75
"NORTH CAROLINA",9535483,"NORTH CAROLINA",196.1
"Alamance, NC",151131,"Alamance, NC",356.5
"Alexander, NC",37198,"Alexander, NC",143.1
"Alleghany, NC",11155,"Alleghany, NC",47.5
"Anson, NC",26948,"Anson, NC",50.7
"Ashe, NC",27281,"Ashe, NC",64
"Avery, NC",17797,"Avery, NC",72
"Beaufort, NC",47759,"Beaufort, NC",57.7
"Bertie, NC",21282,"Bertie, NC",30.4
"Bladen, NC",35190,"Bladen, NC",40.2
"Brunswick, NC",107431,"Brunswick, NC",126.8
"Buncombe, NC",238318,"Buncombe, NC",362.9
"Burke, NC",90912,"Burke, NC",179.3
"Cabarrus, NC",178011,"Cabarrus, NC",492.1
"Caldwell, NC",83029,"Caldwell, NC",176.1
"Camden, NC",9980,"Camden, NC",41.5
"Carteret, NC",66469,"Carteret, NC",131.3
"Caswell, NC",23719,"Caswell, NC",55.8
"Catawba, NC",154358,"Catawba, NC",387.1
"Chatham, NC",63505,"Chatham, NC",93.1
"Cherokee, NC",27444,"Cherokee, NC",60.3
"Chowan, NC",14793,"Chowan, NC",85.8
"Clay, NC",10587,"Clay, NC",49.3
"Cleveland, NC",98078,"Cleveland, NC",211.3
"Columbus, NC",58098,"Columbus, NC",62
"Craven, NC",103505,"Craven, NC",146
"Cumberland, NC",319431,"Cumberland, NC",489.7
"Currituck, NC",23547,"Currituck, NC",89.9
"Dare, NC",33920,"Dare, NC",88.5
"Davidson, NC",162878,"Davidson, NC",294.7
"Davie, NC",41240,"Davie, NC",156.2
"Duplin, NC",58505,"Duplin, NC",71.7
"Durham, NC",267587,"Durham, NC",935.7
"Edgecombe, NC",56552,"Edgecombe, NC",111.9
"Forsyth, NC",350670,"Forsyth, NC",859.2
"Franklin, NC",60619,"Franklin, NC",123.3
"Gaston, NC",206086,"Gaston, NC",578.8
"Gates, NC",12197,"Gates, NC",35.8
"Graham, NC",8861,"Graham, NC",30.3
"Granville, NC",59916,"Granville, NC",112.7
"Greene, NC",21362,"Greene, NC",80.3
"Guilford, NC",488406,"Guilford, NC",756.4
"Halifax, NC",54691,"Halifax, NC",75.5
"Harnett, NC",114678,"Harnett, NC",192.7
"Haywood, NC",59036,"Haywood, NC",106.6
"Henderson, NC",106740,"Henderson, NC",286.1
"Hertford, NC",24669,"Hertford, NC",69.9
"Hoke, NC",46952,"Hoke, NC",120.2
"Hyde, NC",5810,"Hyde, NC",9.5
"Iredell, NC",159437,"Iredell, NC",277.8
"Jackson, NC",40271,"Jackson, NC",82.1
"Johnston, NC",168878,"Johnston, NC",213.4
"Jones, NC",10153,"Jones, NC",21.6
"Lee, NC",57866,"Lee, NC",227
"Lenoir, NC",59495,"Lenoir, NC",148.5
"Lincoln, NC",78265,"Lincoln, NC",262.7
"McDowell, NC",44996,"McDowell, NC",102.1
"Macon, NC",33922,"Macon, NC",65.8
"Madison, NC",20764,"Madison, NC",46.2
"Martin, NC",24505,"Martin, NC",53.1
"Mecklenburg, NC",919628,"Mecklenburg, NC",1755.5
"Mitchell, NC",15579,"Mitchell, NC",70.4
"Montgomery, NC",27798,"Montgomery, NC",56.5
"Moore, NC",88247,"Moore, NC",126.5
"Nash, NC",95840,"Nash, NC",177.3
"New Hanover, NC",202667,"New Hanover, NC",1058.1
"Northampton, NC",22099,"Northampton, NC",41.2
"Onslow, NC",177772,"Onslow, NC",233.1
"Orange, NC",133801,"Orange, NC",336.2
"Pamlico, NC",13144,"Pamlico, NC",39.1
"Pasquotank, NC",40661,"Pasquotank, NC",179.2
"Pender, NC",52217,"Pender, NC",60
"Perquimans, NC",13453,"Perquimans, NC",54.4
"Person, NC",39464,"Person, NC",100.6
"Pitt, NC",168148,"Pitt, NC",257.9
"Polk, NC",20510,"Polk, NC",86.3
"Randolph, NC",141752,"Randolph, NC",181.1
"Richmond, NC",46639,"Richmond, NC",98.4
"Robeson, NC",134168,"Robeson, NC",141.3
"Rockingham, NC",93643,"Rockingham, NC",165.6
"Rowan, NC",138428,"Rowan, NC",270.7
"Rutherford, NC",67810,"Rutherford, NC",120.2
"Sampson, NC",63431,"Sampson, NC",67.1
"Scotland, NC",36157,"Scotland, NC",113.4
"Stanly, NC",60585,"Stanly, NC",153.3
"Stokes, NC",47401,"Stokes, NC",105.6
"Surry, NC",73673,"Surry, NC",138.4
"Swain, NC",13981,"Swain, NC",26.5
"Transylvania, NC",33090,"Transylvania, NC",87.4
"Tyrrell, NC",4407,"Tyrrell, NC",11.3
"Union, NC",201292,"Union, NC",318.7
"Vance, NC",45422,"Vance, NC",179.2
"Wake, NC",900993,"Wake, NC",1078.8
"Warren, NC",20972,"Warren, NC",48.9
"Washington, NC",13228,"Washington, NC",38
"Watauga, NC",51079,"Watauga, NC",163.4
"Wayne, NC",122623,"Wayne, NC",221.7
"Wilkes, NC",69340,"Wilkes, NC",91.9
"Wilson, NC",81234,"Wilson, NC",220.6
"Yadkin, NC",38406,"Yadkin, NC",114.7
"Yancey, NC",17818,"Yancey, NC",57
"NORTH DAKOTA",672591,"NORTH DAKOTA",9.7
"Adams, ND",2343,"Adams, ND",2.4
"Barnes, ND",11066,"Barnes, ND",7.4
"Benson, ND",6660,"Benson, ND",4.8
"Billings, ND",783,"Billings, ND",0.7
"Bottineau, ND",6429,"Bottineau, ND",3.9
"Bowman, ND",3151,"Bowman, ND",2.7
"Burke, ND",1968,"Burke, ND",1.8
"Burleigh, ND",81308,"Burleigh, ND",49.8
"Cass, ND",149778,"Cass, ND",84.9
"Cavalier, ND",3993,"Cavalier, ND",2.7
"Dickey, ND",5289,"Dickey, ND",4.7
"Divide, ND",2071,"Divide, ND",1.6
"Dunn, ND",3536,"Dunn, ND",1.8
"Eddy, ND",2385,"Eddy, ND",3.8
"Emmons, ND",3550,"Emmons, ND",2.4
"Foster, ND",3343,"Foster, ND",5.3
"Golden Valley, ND",1680,"Golden Valley, ND",1.7
"Grand Forks, ND",66861,"Grand Forks, ND",46.5
"Grant, ND",2394,"Grant, ND",1.4
"Griggs, ND",2420,"Griggs, ND",3.4
"Hettinger, ND",2477,"Hettinger, ND",2.2
"Kidder, ND",2435,"Kidder, ND",1.8
"LaMoure, ND",4139,"LaMoure, ND",3.6
"Logan, ND",1990,"Logan, ND",2
"McHenry, ND",5395,"McHenry, ND",2.9
"McIntosh, ND",2809,"McIntosh, ND",2.9
"McKenzie, ND",6360,"McKenzie, ND",2.3
"McLean, ND",8962,"McLean, ND",4.2
"Mercer, ND",8424,"Mercer, ND",8.1
"Morton, ND",27471,"Morton, ND",14.3
"Mountrail, ND",7673,"Mountrail, ND",4.2
"Nelson, ND",3126,"Nelson, ND",3.2
"Oliver, ND",1846,"Oliver, ND",2.6
"Pembina, ND",7413,"Pembina, ND",6.6
"Pierce, ND",4357,"Pierce, ND",4.3
"Ramsey, ND",11451,"Ramsey, ND",9.6
"Ransom, ND",5457,"Ransom, ND",6.3
"Renville, ND",2470,"Renville, ND",2.8
"Richland, ND",16321,"Richland, ND",11.4
"Rolette, ND",13937,"Rolette, ND",15.4
"Sargent, ND",3829,"Sargent, ND",4.5
"Sheridan, ND",1321,"Sheridan, ND",1.4
"Sioux, ND",4153,"Sioux, ND",3.8
"Slope, ND",727,"Slope, ND",0.6
"Stark, ND",24199,"Stark, ND",18.1
"Steele, ND",1975,"Steele, ND",2.8
"Stutsman, ND",21100,"Stutsman, ND",9.5
"Towner, ND",2246,"Towner, ND",2.2
"Traill, ND",8121,"Traill, ND",9.4
"Walsh, ND",11119,"Walsh, ND",8.7
"Ward, ND",61675,"Ward, ND",30.6
"Wells, ND",4207,"Wells, ND",3.3
"Williams, ND",22398,"Williams, ND",10.8
"OHIO",11536504,"OHIO",282.3
"Adams, OH",28550,"Adams, OH",48.9
"Allen, OH",106331,"Allen, OH",264.2
"Ashland, OH",53139,"Ashland, OH",125.6
"Ashtabula, OH",101497,"Ashtabula, OH",144.6
"Athens, OH",64757,"Athens, OH",128.6
"Auglaize, OH",45949,"Auglaize, OH",114.5
"Belmont, OH",70400,"Belmont, OH",132.3
"Brown, OH",44846,"Brown, OH",91.5
"Butler, OH",368130,"Butler, OH",788.2
"Carroll, OH",28836,"Carroll, OH",73.1
"Champaign, OH",40097,"Champaign, OH",93.5
"Clark, OH",138333,"Clark, OH",348
"Clermont, OH",197363,"Clermont, OH",436.5
"Clinton, OH",42040,"Clinton, OH",102.9
"Columbiana, OH",107841,"Columbiana, OH",202.7
"Coshocton, OH",36901,"Coshocton, OH",65.4
"Crawford, OH",43784,"Crawford, OH",109
"Cuyahoga, OH",1280122,"Cuyahoga, OH",2800
"Darke, OH",52959,"Darke, OH",88.5
"Defiance, OH",39037,"Defiance, OH",94.9
"Delaware, OH",174214,"Delaware, OH",393.2
"Erie, OH",77079,"Erie, OH",306.4
"Fairfield, OH",146156,"Fairfield, OH",289.8
"Fayette, OH",29030,"Fayette, OH",71.4
"Franklin, OH",1163414,"Franklin, OH",2186.1
"Fulton, OH",42698,"Fulton, OH",105.3
"Gallia, OH",30934,"Gallia, OH",66.3
"Geauga, OH",93389,"Geauga, OH",233.4
"Greene, OH",161573,"Greene, OH",390.5
"Guernsey, OH",40087,"Guernsey, OH",76.8
"Hamilton, OH",802374,"Hamilton, OH",1976.7
"Hancock, OH",74782,"Hancock, OH",140.7
"Hardin, OH",32058,"Hardin, OH",68.1
"Harrison, OH",15864,"Harrison, OH",39.4
"Henry, OH",28215,"Henry, OH",67.8
"Highland, OH",43589,"Highland, OH",78.8
"Hocking, OH",29380,"Hocking, OH",69.7
"Holmes, OH",42366,"Holmes, OH",100.3
"Huron, OH",59626,"Huron, OH",121.3
"Jackson, OH",33225,"Jackson, OH",79
"Jefferson, OH",69709,"Jefferson, OH",170.7
"Knox, OH",60921,"Knox, OH",115.9
"Lake, OH",230041,"Lake, OH",1011.2
"Lawrence, OH",62450,"Lawrence, OH",137.7
"Licking, OH",166492,"Licking, OH",243.9
"Logan, OH",45858,"Logan, OH",100
"Lorain, OH",301356,"Lorain, OH",613.6
"Lucas, OH",441815,"Lucas, OH",1296.2
"Madison, OH",43435,"Madison, OH",93.2
"Mahoning, OH",238823,"Mahoning, OH",580.2
"Marion, OH",66501,"Marion, OH",164.7
"Medina, OH",172332,"Medina, OH",409
"Meigs, OH",23770,"Meigs, OH",55.3
"Mercer, OH",40814,"Mercer, OH",88.3
"Miami, OH",102506,"Miami, OH",252.1
"Monroe, OH",14642,"Monroe, OH",32.1
"Montgomery, OH",535153,"Montgomery, OH",1159.5
"Morgan, OH",15054,"Morgan, OH",36.2
"Morrow, OH",34827,"Morrow, OH",85.8
"Muskingum, OH",86074,"Muskingum, OH",129.5
"Noble, OH",14645,"Noble, OH",36.8
"Ottawa, OH",41428,"Ottawa, OH",162.5
"Paulding, OH",19614,"Paulding, OH",47.1
"Perry, OH",36058,"Perry, OH",88.4
"Pickaway, OH",55698,"Pickaway, OH",111.1
"Pike, OH",28709,"Pike, OH",65.2
"Portage, OH",161419,"Portage, OH",331.2
"Preble, OH",42270,"Preble, OH",99.7
"Putnam, OH",34499,"Putnam, OH",71.5
"Richland, OH",124475,"Richland, OH",251.3
"Ross, OH",78064,"Ross, OH",113.3
"Sandusky, OH",60944,"Sandusky, OH",149.2
"Scioto, OH",79499,"Scioto, OH",130.3
"Seneca, OH",56745,"Seneca, OH",103
"Shelby, OH",49423,"Shelby, OH",121.2
"Stark, OH",375586,"Stark, OH",652.9
"Summit, OH",541781,"Summit, OH",1312.6
"Trumbull, OH",210312,"Trumbull, OH",340.1
"Tuscarawas, OH",92582,"Tuscarawas, OH",163.1
"Union, OH",52300,"Union, OH",121.1
"Van Wert, OH",28744,"Van Wert, OH",70.3
"Vinton, OH",13435,"Vinton, OH",32.6
"Warren, OH",212693,"Warren, OH",530
"Washington, OH",61778,"Washington, OH",97.8
"Wayne, OH",114520,"Wayne, OH",206.4
"Williams, OH",37642,"Williams, OH",89.4
"Wood, OH",125488,"Wood, OH",203.3
"Wyandot, OH",22615,"Wyandot, OH",55.6
"OKLAHOMA",3751351,"OKLAHOMA",54.7
"Adair, OK",22683,"Adair, OK",39.6
"Alfalfa, OK",5642,"Alfalfa, OK",6.5
"Atoka, OK",14182,"Atoka, OK",14.5
"Beaver, OK",5636,"Beaver, OK",3.1
"Beckham, OK",22119,"Beckham, OK",24.5
"Blaine, OK",11943,"Blaine, OK",12.9
"Bryan, OK",42416,"Bryan, OK",46.9
"Caddo, OK",29600,"Caddo, OK",23.2
"Canadian, OK",115541,"Canadian, OK",128.9
"Carter, OK",47557,"Carter, OK",57.8
"Cherokee, OK",46987,"Cherokee, OK",62.7
"Choctaw, OK",15205,"Choctaw, OK",19.7
"Cimarron, OK",2475,"Cimarron, OK",1.3
"Cleveland, OK",255755,"Cleveland, OK",474.7
"Coal, OK",5925,"Coal, OK",11.5
"Comanche, OK",124098,"Comanche, OK",116.1
"Cotton, OK",6193,"Cotton, OK",9.8
"Craig, OK",15029,"Craig, OK",19.7
"Creek, OK",69967,"Creek, OK",73.6
"Custer, OK",27469,"Custer, OK",27.8
"Delaware, OK",41487,"Delaware, OK",56.2
"Dewey, OK",4810,"Dewey, OK",4.8
"Ellis, OK",4151,"Ellis, OK",3.4
"Garfield, OK",60580,"Garfield, OK",57.2
"Garvin, OK",27576,"Garvin, OK",34.4
"Grady, OK",52431,"Grady, OK",47.6
"Grant, OK",4527,"Grant, OK",4.5
"Greer, OK",6239,"Greer, OK",9.8
"Harmon, OK",2922,"Harmon, OK",5.4
"Harper, OK",3685,"Harper, OK",3.5
"Haskell, OK",12769,"Haskell, OK",22.1
"Hughes, OK",14003,"Hughes, OK",17.4
"Jackson, OK",26446,"Jackson, OK",32.9
"Jefferson, OK",6472,"Jefferson, OK",8.5
"Johnston, OK",10957,"Johnston, OK",17
"Kay, OK",46562,"Kay, OK",50.6
"Kingfisher, OK",15034,"Kingfisher, OK",16.7
"Kiowa, OK",9446,"Kiowa, OK",9.3
"Latimer, OK",11154,"Latimer, OK",15.4
"Le Flore, OK",50384,"Le Flore, OK",31.7
"Lincoln, OK",34273,"Lincoln, OK",36
"Logan, OK",41848,"Logan, OK",56.3
"Love, OK",9423,"Love, OK",18.3
"McClain, OK",34506,"McClain, OK",60.5
"McCurtain, OK",33151,"McCurtain, OK",17.9
"McIntosh, OK",20252,"McIntosh, OK",32.7
"Major, OK",7527,"Major, OK",7.9
"Marshall, OK",15840,"Marshall, OK",42.7
"Mayes, OK",41259,"Mayes, OK",63
"Murray, OK",13488,"Murray, OK",32.4
"Muskogee, OK",70990,"Muskogee, OK",87.6
"Noble, OK",11561,"Noble, OK",15.8
